DATE,VOUCHERTYPENAME,VOUCHERNUMBER,Reference,Cost_Category,NARRATION,Buyer_Name,Address_1,Address_2,Address_3,Address_4,Pincode,State_Name,Registration_Type,Company_GSTIN,POS,Country,CreditLedger,AmountCreditLedger,Extension Fees,Cost_Centre,IGST Outward-MH,SGST Outward-MH,CGST Outward-MH
20260518,MRR-CN,FP-C-A00027-FY27,FP-C-A00027-FY27,Reliance,Credit Note issued against the extension fee to reverse the charges,Reliance Bally India Private Limited,"8TH FLOOR, MAKER TOWER,, MAKER TOWER E, G D SOMANI MARG, CUFFE PARADE, MUMBAI CITY",emp,emp,emp,400005,Maharashtra,Regular,27AAICR0137N3Z2,Maharashtra,India,1951_Reliance Bally India Private Limited_C,8807.52,-7464,Par_Ext_Sub_RL,0,-671.76,-671.76
